image_name,caption,emotions
conceptualcaptions__stock-vector-little-girl-reading-book-on-a-bed-vector-illustration-in-comic-pop-art-style-girl-dreaming-about-483428872.jpg,little girl reading book on a bed .,"['happy', 'joy', 'calm', 'nostalgic']"
conceptualcaptions__stock-vector-logo-with-a-golden-ratio-a-turtle-vector-illustration-745418974.jpg,"logo with a golden ratio , a turtle",['upset']
conceptualcaptions__stock-vector-orange-isolated-on-a-white-background-element-of-design-for-label-a-brochure-an-article-about-501874543.jpg,orange isolated on a white background .,"['upset', 'neutral', 'happy']"
conceptualcaptions__stock-vector-portrait-of-a-funny-giraffe-in-blue-striped-tie-with-headphones-vector-illustration-285273467.jpg,portrait of a funny giraffe in blue striped tie with headphones .,"['happy', 'confused']"
conceptualcaptions__stock-vector-power-lifting-grainy-textured-red-icon-for-overlay-watermark-stamps-flat-symbol-with-scratched-566229349.jpg,power lifting grainy textured red icon for overlay watermark stamps .,"['neutral', 'inspired']"
conceptualcaptions__stock-vector-projector-grainy-textured-icon-for-overlay-watermark-stamps-flat-symbol-with-unclean-texture-561606322.jpg,projector grainy textured icon for overlay watermark stamps .,"['impressed', 'interested', 'good', 'happy']"
conceptualcaptions__stock-vector-seamless-ethnic-pattern-tribal-vector-illustration-the-art-of-the-aztec-mexican-and-peruvian-693689263.jpg,seamless ethnic pattern tribal - vector illustration .,"['impressed', 'intrigued', 'curious', 'amazed', 'beautiful', 'confused']"
conceptualcaptions__stock-vector-seamless-floral-pattern-on-a-dark-background-97579427.jpg,seamless floral pattern on a dark background,"['interested', 'neutral', 'good', 'happy', 'curious', 'inspired', 'bored']"
conceptualcaptions__stock-vector-seamless-vector-pattern-with-mexican-skulls-for-day-of-the-dead-celebration-388531657.jpg,seamless vector pattern with mexican skulls for day of the dead celebration,"['scared', 'excited', 'sad', 'fear']"
conceptualcaptions__stock-vector-seamless-vector-pattern-with-red-decorative-different-ornamental-cherries-on-the-light-background-426661018.jpg,seamless vector pattern with red decorative different ornamental cherries on the light background .,"['happy', 'curious']"
conceptualcaptions__stock-vector-set-of-different-action-by-little-girl-on-the-white-background-vector-isolated-little-girl-328554395.jpg,set of different action by little girl on the white background .,"['happy', 'joy']"
conceptualcaptions__stock-vector-set-of-funny-animals-with-cubs-goats-seamless-pattern-on-a-blue-background-vector-220344238.jpg,set of funny animals with cubs .,"['interested', 'happy', 'beautiful']"
conceptualcaptions__stock-vector-set-of-transparent-drops-in-yellow-colors-transparency-only-in-vector-format-can-be-used-with-any-407159542.jpg,set of transparent drops in yellow colors .,"['awe', 'happy', 'curious', 'confused', 'sad']"
conceptualcaptions__stock-vector-silhouette-of-a-snowboarder-isolated-on-a-white-background-752257744.jpg,silhouette of a snowboarder isolated on a white background .,"['impressed', 'interested', 'happy', 'nostalgic']"
conceptualcaptions__stock-vector-tired-businessman-sleeping-at-his-office-desk-with-a-cup-of-coffee-flat-style-modern-vector-380722861.jpg,tired businessman sleeping at his office desk with a cup of coffee .,"['confused', 'bored', 'sad']"
conceptualcaptions__stock-vector-traditional-symbols-of-africa-in-the-form-of-a-circle-415446448.jpg,traditional symbols in the form of a circle,"['intrigued', 'interested', 'proud', 'curious', 'amazed', 'beautiful', 'sad']"
conceptualcaptions__stock-vector-vector-illustration-of-an-old-man-who-can-be-a-businessman-in-a-suit-tie-and-shirt-in-trendy-flat-281275496.jpg,"vector illustration of an old man who can be a businessman in a suit , tie and shirt in trendy flat style on a white background .","['good', 'disgusted', 'scared', 'happy']"
conceptualcaptions__stock-vector-vector-illustration-santa-claus-carries-a-heavy-bag-full-of-gifts-cartoon-scene-merry-christmas-495815062.jpg,vector illustration : carries a heavy bag full of gifts .,"['interested', 'sad', 'happy', 'excited', 'nostalgic']"
conceptualcaptions__stock-vector-vector-realistic-isolated-neon-retro-sign-of-guitar-on-the-transparent-background-for-decoration-685354999.jpg,vector realistic isolated neon retro sign of guitar on the transparent background for decoration and covering .,"['interested', 'neutral', 'good', 'happy', 'curious', 'confused']"
conceptualcaptions__stock-vector-vector-seamless-pattern-of-hand-drawn-bulldog-symbols-of-the-new-year-use-as-a-background-748395472.jpg,vector seamless pattern of hand drawn bulldog .,"['happy', 'excited', 'confused']"
conceptualcaptions__stock-vector-vector-symbol-natural-fresh-label-nature-abstract-element-with-raspberry-bio-organic-simple-308654225.jpg,"symbol - natural fresh label - nature abstract element with raspberry , bio organic simple design in the circle","['intrigued', 'neutral', 'happy', 'excited', 'curious', 'bored', 'disgusted']"
conceptualcaptions__stock-vector-welcome-to-rhode-island-vintage-rusty-metal-sign-on-a-white-background-vector-illustration-677455699.jpg,welcome to vintage rusty metal sign on a white background,"['interested', 'happy']"
conceptualcaptions__stock-vector-woman-racing-a-clock-beating-it-to-the-finish-line-breaking-the-ribbon-699281188.jpg,woman racing a clock beating it to the finish line breaking the ribbon,"['happy', 'excited', 'inspired', 'confused']"
conceptualcaptions__stock-vector-young-beautiful-woman-in-costume-of-american-indian-woman-with-traditional-make-up-and-in-chief-349191620.jpg,young beautiful woman in costume of ethnicity in fiction .,"['interested', 'excited', 'sad', 'angry']"
conceptualcaptions__sunflowers-in-bloom-facing-the-sun-on-a-clear-sunny-morning-cyb3cx.jpg,sunflowers in bloom facing the sun on a clear sunny morning,"['impressed', 'inspired', 'happy', 'hopeful', 'beautiful', 'calm']"
conceptualcaptions__the-amphibious-assault-ship-uss-peleliu-lha-5-arrives-at-commander-hg20y3.jpg,the amphibious assault ship arrives for a scheduled port,"['concerned', 'good']"
conceptualcaptions__the-beatles-sitting-in-a-waiting-room-e0x1jh.jpg,psychedelic rock artist sitting in a waiting room,"['happy', 'excited', 'calm', 'sad']"
conceptualcaptions__the-darjeeling-narrow-gauge-steam-train-in-the-hills-of-north-wales-abgp8d.jpg,the narrow gauge steam train in the hills on the tourist attraction 50th anniversary,"['interested', 'happy', 'excited', 'curious', 'worried']"
conceptualcaptions__the-gothic-choir-stalls-in-ripon-cathedral-date-19th-century-g3bcpj.jpg,the choir stalls 19th century,"['interested', 'happy', 'excited', 'beautiful', 'bored', 'nostalgic']"
conceptualcaptions__the-houses-of-parliament-lit-up-at-night-bright-yellow-lights-reflecting-fye71p.jpg,"tourist attraction lit up at night , bright yellow lights reflecting","['impressed', 'happy', 'curious', 'beautiful', 'nostalgic']"
conceptualcaptions__the-modern-digital-camera-on-a-white-background-ft300d.jpg,the modern digital camera on a white background,"['awe', 'interested', 'curious', 'sad']"
conceptualcaptions__the-statue-of-desperate-dan-in-dundee-city-centre-alongside-a-statue-JAH8FH.jpg,the statue of fictional character alongside a statue of character,"['happy', 'curious', 'confused', 'sad']"
conceptualcaptions__tie-mla130615-080.jpg,actor during the red carpet of awards .,"['neutral', 'happy', 'curious', 'excited']"
conceptualcaptions__top-view-of-the-boats-at-capri-island-coast-i-italy-hwdy83.jpg,top view of the boats at coast i italy,"['happy', 'nostalgic']"
conceptualcaptions__tourists-enjoy-the-weather-at-a-swim-up-bar-in-costa-maya-mexico-g31a8h.jpg,tourists enjoy the weather at a swim up bar,"['happy', 'beautiful']"
conceptualcaptions__traditional-net-fishing-in-the-yangtze-river-under-changjiang-bridge-dabdb9.jpg,traditional net fishing under country,"['intrigued', 'interested', 'happy']"
conceptualcaptions__transparent-cup-with-tea-and-fruit-on-a-red-tablecloth-and-tea-leaves-gyr9f1.jpg,transparent cup with tea and fruit on a red tablecloth and tea leaves .,"['happy', 'disgusted']"
conceptualcaptions__tumblr_na1lv70fJF1r9z31bo1_1280.jpg,my version of fictional character for the kids,"['intrigued', 'happy', 'confused']"
conceptualcaptions__tumblr_odzcouluiZ1v56slxo1_1280.jpg,playing with the illusion of light in 2d form .,"['intrigued', 'interested', 'scared', 'curious', 'beautiful']"
conceptualcaptions__two-african-wild-dogs-crossing-a-road-one-with-an-injury-to-the-back-K7H2M7.jpg,wild dogs crossing a road,"['concerned', 'scared', 'happy', 'curious', 'worried', 'fear']"
conceptualcaptions__two-happy-friends-greeting-and-meeting-on-the-street-KA2D95.jpg,happy friends greeting and meeting on the street,"['happy', 'excited']"
conceptualcaptions__two-young-girls-walking-as-a-wall-casting-their-shadows-on-a-painted-KCGJHB.jpg,young girls walking as a wall casting their shadows on a painted brick wall in black and white,"['intrigued', 'sad', 'concerned', 'confused']"
conceptualcaptions__us-singer-neil-diamond-performs-on-stage-during-a-concert-at-the-o2-dame0d.jpg,soft rock artist performs on stage during a concert at the venue,"['interested', 'happy', 'excited']"
conceptualcaptions__vibrant-stormy-sunset-sky-over-the-river-vltava-and-charles-bridge-HAK8EG.jpg,vibrant stormy sunset sky over river and parliamentary republic,"['impressed', 'awe', 'happy', 'curious', 'amazed', 'beautiful']"
conceptualcaptions__view-on-norman-fosters-most-famous-and-symbolic-building-in-the-city-KM0J7A.jpg,view on most famous and symbolic building in the city,"['intrigued', 'interested', 'happy', 'curious', 'amazed']"
conceptualcaptions__view-to-rangitoto-island-from-north-head-in-a-sunny-day-with-a-beautiful-jc40k6.jpg,view in a sunny day with a beautiful blue sky,"['happy', 'calm']"
conceptualcaptions__vw-beetle-car-parked-on-a-steep-hill-newport-south-wales-AKGGYE.jpg,car parked on a steep hill,"['concerned', 'neutral', 'happy', 'nostalgic']"
conceptualcaptions__washington-palm-trees-stand-against-a-vivid-blue-sky-with-fluffy-white-fy0d5x.jpg,palm trees stand against a vivid blue sky with fluffy white cumulus clouds floating in the background,"['awe', 'happy', 'excited', 'calm']"
conceptualcaptions__winter-morning-with-heavy-frost-on-the-mynydd-illtud-common-in-the-ebhw2x.jpg,winter morning with heavy frost on the a city common with mountain peaks,"['happy', 'beautiful', 'calm']"
conceptualcaptions__with-captured-tank.jpg,person in front of a captured tank after the liberation,"['upset', 'proud', 'interested', 'worried', 'joy', 'disgusted', 'sad']"
conceptualcaptions__women1_wide-94268c08669e164170967943bf239fbef1f28ea9-s900-c85.jpg,strangers where one another 's favorite outfits by film director,"['intrigued', 'interested', 'curious']"
conceptualcaptions__ws-picnic-basket.jpg,you 'll need to have a lot of picnics to get your money 's worth out of this set .,"['interested', 'happy']"
conceptualcaptions__young-pregnant-woman-in-the-autumn-park-ejt1tc.jpg,young pregnant woman in the autumn park,"['neutral', 'hopeful', 'excited', 'calm']"
conceptualcaptions__young-professional-gymnast-makes-splits-in-the-forest-feaprd.jpg,young professional gymnast makes splits in the forest,"['happy', 'inspired', 'confused']"
conceptualcaptions__young-pug-lying-on-a-wooden-bench-b6fn96.jpg,young pug lying on a wooden bench,"['awe', 'happy', 'excited', 'joy', 'sad']"
conceptualcaptions__young-sprout-growing-out-of-a-notebook-d4c05j.jpg,young sprout growing out of a notebook,"['intrigued', 'hopeful', 'happy', 'confused', 'bored']"
conceptualcaptions__young-woman-on-the-sandy-beach-with-boats-at-summer-gf26te.jpg,young woman on the sandy beach with boats at summer,"['happy', 'excited', 'calm']"
conceptualcaptions__young-woman-with-striped-shirt-blue-jeans-and-sandals-standing-and-a2rw78.jpg,"young woman with striped shirt , blue jeans and sandals , standing and leaning against a stone wall , looking down","['happy', 'curious']"
visualnews__bbc_images_0001_182.jpg,Reports said the rival groups fought over who would speak first at the ceremony,"['intrigued', 'interested', 'curious', 'worried', 'annoyed', 'angry', 'confused', 'sad', 'fear']"
visualnews__bbc_images_0003_899.jpg,Protesters in Amsterdam smoked marijuana joints as they campaigned against the proposed ban,"['happy', 'disgusted', 'sad', 'angry']"
visualnews__bbc_images_0004_782.jpg,Warren Grant said he felt very lucky to have escaped with only cuts,"['scared', 'happy', 'disgusted', 'sad', 'fear']"
visualnews__bbc_images_0006_991.jpg,The private care hospital in Dundee has recently had a change of management,"['concerned', 'happy', 'hopeful', 'sad']"
visualnews__bbc_images_0013_111.jpg,Provost Joseph Johnstone Glover is thought to have commissioned the robes in about 1900,"['happy', 'anger', 'sad']"
visualnews__bbc_images_0013_215.jpg,The ancient city of Palmyra Syria is under threat from Islamic State militants,"['concerned', 'interested', 'worried', 'angry', 'sad', 'fear']"
visualnews__bbc_images_0017_076.jpg,About 60000 police officers could lose up to 4000 per year,"['upset', 'happy', 'annoyed', 'sad']"
visualnews__bbc_images_0020_047.jpg,Angus Robertson is the SNP's Westminster leader and is expected to be reelected to the post,"['happy', 'angry', 'bored']"
visualnews__bbc_images_0020_548.jpg,Tahir Mahmood and Lisa Burrows operated as a team and defrauded the CPS of more than 1m,"['intrigued', 'anger', 'angry']"
visualnews__bbc_images_0022_845.jpg,The airport provides a sense of safety located near the bases of French and African peacekeeping troops,"['happy', 'sad']"
visualnews__bbc_images_0023_401.jpg,Ford is benefiting from a strong home market,"['intrigued', 'awe', 'happy', 'curious']"
visualnews__bbc_images_0024_531.jpg,The Regurgitator made it to the semi finals of Britain's Got Talent in 2010,"['impressed', 'happy']"
visualnews__bbc_images_0030_526.jpg,Some passengers were helped off trains by firefighters,"['concerned', 'interested', 'happy', 'hopeful', 'curious']"
visualnews__bbc_images_0036_263.jpg,Dave an eightyearold Cocker Spaniel became impaled on a rusty metal spike,"['concerned', 'sad']"
visualnews__bbc_images_0036_476.jpg,Metalhulled shipwrecks were found in Loch Torridon,"['happy', 'excited', 'curious', 'confused', 'sad']"
